Vuosi,Paaluokka/Osasto,Luku,Momentti,Alkup.talousarvio,Lisätalousarvio,Voimassaoleva talousarvio,Käytettävissä,Nettokertymä ko.vuodelta,Nettokertymä,Jäljellä,,,
2018,Ministry of Education and Culture,Art and culture,Property renovations and maintenance,3688000,0,3688000,3688000,3688000,3688000,0,,,
2018,Ministry of Education and Culture,Art and culture,Expenses caused by protection of the cultural environment,50000,0,50000,50000,0,0,50000,,,
2018,Ministry of Education and Culture,Art and culture,Donation to the Finnish-Estonian cultural foundation,6000000,1000000,7000000,7000000,7000000,7000000,0,,,
2018,Ministry of Education and Culture,Sports,Funding for the Finnish Schools on the Move-programme,7000000,0,7000000,7000000,7000000,7000000,0,,,
2018,Ministry of Education and Culture,Sports,Proceeds from regulation of gambling for the advancement of sports and physical education,164939000,0,164939000,164939000,163300941,69,163300941,69,1638058,31
2018,Ministry of Education and Culture,Sports,State subsidy for sports education centres and funding for estimation expenses of sports science projects,1494000,0,1494000,1494000,1494000,1494000,0,,,
2018,Ministry of Education and Culture,Youth work,Proceeds from regulation of gambling for the advancement of youth work,54770000,0,54770000,54770000,53294828,46,53294828,46,1475171,54
2018,Ministry of Education and Culture,Youth work,Youth workshops and outreach youth work,19923000,0,19923000,19923000,19923000,19923000,0,,,
2018,Ministry of Education and Culture,Youth work,Certain subsidies,1800000,0,1800000,1800000,1800000,1800000,0,,,
2018,Ministry of Agriculture and Forestry,Administration and research,Operating expenses of the Ministry of Agriculture and Forestry,24010000,208000,24218000,24218000,24218000,24218000,0,,,
2018,Ministry of Agriculture and Forestry,Administration and research,Operating expenses of Natural Resources Institute Finland,70004000,566000,70570000,70570000,70570000,70570000,0,,,
2018,Ministry of Agriculture and Forestry,Administration and research,Research and development,1343000,0,1343000,1343000,1343000,1343000,0,,,
2018,Ministry of Agriculture and Forestry,Administration and research,Administrative arrangements,5120000,0,5120000,5120000,5120000,5120000,0,,,
2018,Ministry of Agriculture and Forestry,Administration and research,Expenses on value added taxes,27532000,0,27532000,27532000,28335104,45,28335104,45,-803104,45
2018,Ministry of Agriculture and Forestry,Administration and research,Certain membership fees and funding contributions,4353000,0,4353000,4353000,4163721,55,4163721,55,189278,45
2018,Ministry of Agriculture and Forestry,Rural development,Agricultural starting subsidies and investment aid,75276000,0,75276000,75276000,75276000,75276000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,Agricultural interest subsidy,25000000,-10000000,15000000,15000000,11031172,18,11031172,18,3968827,82
2018,Ministry of Agriculture and Forestry,Rural development,Early retirement subsidy and pensions,58330000,0,58330000,58330000,58330000,58330000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,Animal welfare subsidies,67767000,0,67767000,67767000,67767000,67767000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,Safeguarding of prerequisites for agricultural operations,0,7500000,7500000,7500000,7500000,7500000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,State subsidy for development of rural occupations,5266000,0,5266000,5266000,5266000,5266000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,Promotion of the reindeer economy,1843000,0,1843000,1843000,1843000,1843000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,Promotion of horse breeding and horse sports funded by regulation of gambling,40092000,90000,40182000,40182000,40182000,40182000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,State subsidy for 4H activities,3905000,0,3905000,3905000,3905000,3905000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,Rural development,2000000,0,2000000,2000000,2000000,2000000,0,,,
2018,Ministry of Agriculture and Forestry,Rural development,EU and state funding for regional and local rural development,136800000,27000000,163800000,163800000,154985316,33,154985316,33,8814683,67
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Operating expenses of the Finnish Food Safety Authority,38125000,1474000,39599000,39599000,39599000,39599000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Operating expenses for the Agency for Rural Affairs,22178000,1943000,24121000,24121000,24121000,24121000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Veterinary care and pest control,5899000,0,5899000,5899000,7436731,57,7436731,57,-1537731,57
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,National subsidy for land and garden cultivation,325400000,-2060000,323340000,323340000,323340000,323340000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,EU income subsidy and EU market subsidy,531130000,15000000,546130000,546130000,539921531,92,539921531,92,6208468,8
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,"Environmental subsidies, organic production, information and non-production-related investments",290710000,0,290710000,290710000,290710000,290710000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Subsidy for disadvantageous environmental conditions,518738000,0,518738000,518738000,518738000,518738000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Programme for development of the food chain partially funded by the EU,5705000,0,5705000,5705000,5705000,5705000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,National programme for development of the food chain,3119000,3500000,6619000,6619000,6619000,6619000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Transfer to the intervention fund,200000,0,200000,200000,200000,200000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Transfer to the Agricultural development fund,49000000,0,49000000,49000000,49000000,49000000,0,,,
2018,Ministry of Agriculture and Forestry,Agricultural and food economy,Certain state subsidies,5717000,0,5717000,5717000,5717000,5717000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Fish stock maintenance,3000000,0,3000000,3000000,3000000,3000000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Water resource usage and maintenance expenses,13520000,45000,13565000,13565000,13565000,13565000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Promotion of natural resource- and bioeconomy,14880000,0,14880000,14880000,14880000,14880000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Promotion of water and fish industry initiatives,8486000,0,8486000,8486000,8486000,8486000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Certain natural resources related payments,1745000,0,1745000,1745000,851376,95,851376,95,893623,5
2018,Ministry of Agriculture and Forestry,Natural resources,Compensation for damages caused by deer,4575000,0,4575000,4575000,4575000,4575000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Compensation for damages caused by carnivorous animals,8450000,0,8450000,8450000,8450000,8450000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Subsidy for securing sustainable wood production,56230000,0,56230000,56230000,49096656,1,49096656,1,7133343,9
2018,Ministry of Agriculture and Forestry,Natural resources,Promotion of care for forest environments,5027000,0,5027000,5027000,5027000,5027000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,State subsidy for the Finnish Forest Centre,39900000,283000,40183000,40183000,40183000,40183000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Promotion of hunting,11920000,0,11920000,11920000,11920000,11920000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Promotion of fisheries,10250000,0,10250000,10250000,10250000,10250000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Certain natural resources related state subsidies,1432000,0,1432000,1432000,1432000,1432000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Promotion of the fisheries industry,20362000,6414000,26776000,26776000,26776000,26776000,0,,,
2018,Ministry of Agriculture and Forestry,Natural resources,Loans for securing sustainable wood production,50000,0,50000,50000,50000,50000,0,,,
2018,Ministry of Agriculture and Forestry,Metsähallitus,Certain public administrative tasks of Metsähallitus,7554000,40000,7594000,7594000,7594000,7594000,0,,,
2018,Ministry of Agriculture and Forestry,Land survey and information resources,Operating expenses of the National Land Survey of Finland,50237000,1147000,51384000,51384000,51384000,51384000,0,,,
2018,Ministry of Agriculture and Forestry,Land survey and information resources,Expenses caused by supporting cadastral procedures,4200000,0,4200000,4200000,4200000,4200000,0,,,
2018,Ministry of Transport and Communications,Administration and common expenses,Operating expenses of the Ministry of Transport and Communications,14281000,80000,14361000,14361000,14361000,14361000,0,,,
2018,Ministry of Transport and Communications,Administration and common expenses,Productivity development expenses,1660000,0,1660000,1660000,1660000,1660000,0,,,
2018,Ministry of Transport and Communications,Administration and common expenses,Expenses on value added taxes,479280000,0,479280000,479280000,438111503,2,438111503,2,41168496,8
2018,Ministry of Transport and Communications,Administration and common expenses,Stock acquisitions,2000000,0,2000000,2000000,2000000,2000000,0,,,
2018,Ministry of Transport and Communications,Transportation,Operating expenses of the Finnish Transport Infrastructure Agency,73014000,535000,73549000,73549000,73549000,73549000,0,,,
2018,Ministry of Transport and Communications,Transportation,Basic transport infrastructure maintenance,1406800000,61690000,1468490000,1468490000,1468490000,1468490000,0,,,
2018,Ministry of Transport and Communications,Transportation,State subsidy for construction of the west metro,31500000,0,31500000,31500000,31500000,31500000,0,,,
2018,Ministry of Transport and Communications,Transportation,State subsidy for construction of railway projects,16100000,0,16100000,16100000,16100000,16100000,0,,,
2018,Ministry of Transport and Communications,Transportation,State subsidy for promotion of walking and biking and municipal public transport initiatives,0,3500000,3500000,3500000,3500000,3500000,0,,,
2018,Ministry of Transport and Communications,Transportation,State subsidy for construction and maintenance of certain aerodromes,2490000,2000000,4490000,4490000,4490000,4490000,0,,,
2018,Ministry of Transport and Communications,Transportation,State subsidy for maintenance and improvement of private roads,13000000,0,13000000,13000000,13000000,13000000,0,,,
2018,Ministry of Transport and Communications,Transportation,Acquisition and remuneration of land and water areas,34997000,0,34997000,34997000,18792824,75,18792824,75,16204175,25
2018,Ministry of Transport and Communications,Transportation,Development of transport networks,334950000,28900000,363850000,363850000,363850000,363850000,0,,,
2018,Ministry of Transport and Communications,Transportation,Lifecycle funding projects,125000000,0,125000000,125000000,125000000,125000000,0,,,
2018,Ministry of Transport and Communications,Government services for transportation and communications,Operating expenses of the Finnish Transport and Communications Agency,46953000,160000,47113000,47113000,47113000,47113000,0,,,
2018,Ministry of Transport and Communications,Government services for transportation and communications,Vehicle scrapping fees,8000000,0,8000000,8000000,8000000,8000000,0,,,
2018,Ministry of Transport and Communications,Government services for transportation and communications,Promotion of road traffic safety,9100000,0,9100000,9100000,9100000,9100000,0,,,
2018,Ministry of Transport and Communications,Government services for transportation and communications,Subsidy for acquisition of electric cars and conversion of cars to natural gas or ethanol power,6000000,0,6000000,6000000,6000000,6000000,0,,,
2018,Ministry of Transport and Communications,Transportation support and purchases,State subsidy for training,841000,0,841000,841000,841000,841000,0,,,
2018,Ministry of Transport and Communications,Transportation support and purchases,Improvement of competitiveness of seafaring ships,101420000,0,101420000,101420000,84332970,78,84332970,78,17087029,22
2018,Ministry of Transport and Communications,Transportation support and purchases,Price subsidy for pilotage,4200000,0,4200000,4200000,4200000,4200000,0,,,
2018,Ministry of Transport and Communications,Transportation support and purchases,Public tranport services purchases and development,89974000,10000000,99974000,99974000,99974000,99974000,0,,,
2018,Ministry of Transport and Communications,Transportation support and purchases,Archipelago ferry traffic purchases and development,12683000,2000000,14683000,14683000,14683000,14683000,0,,,
2018,Ministry of Transport and Communications,Transportation support and purchases,Ferry services purchase agreements,5303000,-2000000,3303000,3303000,3303000,3303000,0,,,
2018,Ministry of Transport and Communications,"Communications services, infrastructure and support",Operating expenses of the Finnish Communications Regulatory Authority,13156000,66000,13222000,13222000,13222000,13222000,0,,,
2018,Ministry of Transport and Communications,"Communications services, infrastructure and support",General news and current affairs activities and national news agency subsidies,2000000,1500000,3500000,3500000,3500000,3500000,0,,,
2018,Ministry of Transport and Communications,"Communications services, infrastructure and support",State subsidy for implementation of the nationwide broadband project,0,13142000,13142000,13142000,13142000,13142000,0,,,
2018,Ministry of Transport and Communications,"Communications services, infrastructure and support",Transfer to state television and radio fund,507948000,0,507948000,507948000,507948000,507948000,0,,,
2018,Ministry of Transport and Communications,"Weather, sea and climate services",Operating expenses of the Finnish Meteorological Institute,45545000,614000,46159000,46159000,46159000,46159000,0,,,
2018,Ministry of Economic Affairs and Employment,Administration,Operating expenses of the Ministry of Economic Affairs and Employment,32685000,189000,32874000,32874000,32874000,32874000,0,,,
2018,Ministry of Economic Affairs and Employment,Administration,"Operating expenses of the Centres for Economic Development, Transport and the Environment",169255000,1172000,170427000,170427000,171937000,171937000,-1510000,,,
2018,Ministry of Economic Affairs and Employment,Administration,Civilian service,4939000,0,4939000,4939000,3858602,6,3858602,6,1080397,94
2018,Ministry of Economic Affairs and Employment,Administration,Productivity development expenses,5056000,0,5056000,5056000,5732000,5732000,-676000,,,
2018,Ministry of Economic Affairs and Employment,Administration,Expenses on value added taxes,36072000,0,36072000,36072000,45219753,19,45219753,19,-9147753,19
2018,Ministry of Economic Affairs and Employment,Administration,State subsidy for promotion of enterpreneurship and enterprise internationalization,18001000,650000,18651000,18651000,18651000,18651000,0,,,
2018,Ministry of Economic Affairs and Employment,Administration,Transfers to funds of the administrative branch,20000,0,20000,20000,0,0,20000,,,
2018,Ministry of Economic Affairs and Employment,Administration,Membership fees and contributions to international associations,8507000,0,8507000,8507000,8507000,8507000,0,,,
2018,Ministry of Economic Affairs and Employment,Administration,Capital investment in VTT Technical Research Centre of Finland,0,15000000,15000000,15000000,15000000,15000000,0,,,
2018,Ministry of Economic Affairs and Employment,Administration,Stock acquisitions,0,46000000,46000000,46000000,46000000,46000000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Operating expenses of the Geological Survey of Finland,30714000,228000,30942000,30942000,30942000,30942000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Operating expenses of the Finnish Funding Agency for Technology and Innovation,84021000,3179000,87200000,87200000,87200000,87200000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Promotion of material efficiency,400000,0,400000,400000,400000,400000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,"Promotion of research, development and innovation",250900000,30500000,281400000,281400000,260362670,83,260362670,83,21037329,17
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Special subsidy for the research infrastructure of VTT Ltd,1500000,0,1500000,1500000,1500000,1500000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Development of growth ecosystems and innovative public procurement,5000000,0,5000000,5000000,5000000,5000000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Promotion of cleantech and bioeconomy-based solutions and commercialization of innovations,49300000,0,49300000,49300000,49300000,49300000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Subsidy for development and investments in the circular economy,2000000,0,2000000,2000000,2000000,2000000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Innovation subsidy for shipbuilding,0,0,0,0,10000000,10000000,-10000000,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Interest subsidies and loss compensations for Finnvera plc,56159000,-26153000,30006000,30006000,19619946,59,19619946,59,10386053,41
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Interest and other subsidies for publicly subsidized credit on ships and exports,42300000,0,42300000,42300000,26219360,24,26219360,24,16080639,76
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,State subsidy for operations of VTT Technical Research Centre of Finland,89303000,0,89303000,89303000,89303000,89303000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Contribution to the payment of the Millennium Technology Prize,1000000,0,1000000,1000000,1000000,1000000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Innovation prize aimed towards women,118000,0,118000,118000,118000,118000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Loans towards refinancing for Suomen Vientiluotto Oy,96986000,124300000,221286000,221286000,214786638,22,214786638,22,6499361,78
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Loans towards fundraising for Finnvera Oyj,10000,0,10000,10000,0,0,10000,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Loans for research and innovation ventures,141000000,20800000,161800000,161800000,161793254,95,161793254,95,6745,5
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Subordinated loans for industry modernization and development of enterprise-driven business ecosystems,6000000,0,6000000,6000000,5914375,5914375,85625,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Capital investment for Business Finland Venture Capital Oy,11800000,-5800000,6000000,6000000,6000000,6000000,0,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Operating expenses of TE Offices,163076000,1258000,164334000,164334000,163524000,163524000,810000,,,
2018,Ministry of Economic Affairs and Employment,Economic affairs and innovation,Public employment and enterprise services,327050000,29000000,356050000,356050000,321050000,321050000,35000000,,,
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Operating expenses of the Finnish Competition and Consumer Authority,11188000,106000,11294000,11294000,11294000,11294000,0,,,
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Operating expenses of the Finnish Patent and Registration Office,9247000,-2700000,6547000,6547000,-1564660,8,-1564660,8,8111660,8
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Operating expenses of the Finnish Safety and Chemicals Agency,19071000,147000,19218000,19218000,19218000,19218000,0,,,
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Remuneration for organizing of financial and debt counseling,4731000,0,4731000,4731000,4731000,4731000,0,,,
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",State subsidy for consumer associations,872000,0,872000,872000,872000,872000,0,,,
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Certain sailor services,2572000,0,2572000,2572000,1548651,83,1548651,83,1023348,17
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Employer insolvency compensation,32000000,0,32000000,32000000,25141422,8,25141422,8,6858577,2
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Passenger return transport and remuneration,1000000,0,1000000,1000000,1000000,1000000,0,,,
2018,Ministry of Economic Affairs and Employment,"Business operating environment, regulation and working life",Certain litigation costs and remunerations,50000,0,50000,50000,0,0,50000,,,
2018,Ministry of Economic Affairs and Employment,Regional development and structural funds,Start-up expenses of regional innovations and experiments,10000000,7708000,17708000,17708000,17708000,17708000,0,,,
2018,Ministry of Economic Affairs and Employment,Regional development and structural funds,Support of enterprise development projects,12171000,4000000,16171000,16171000,12069408,12069408,4101592,,,
2018,Ministry of Economic Affairs and Employment,Regional development and structural funds,Internationalization aid for enterprise joint ventures,1300000,0,1300000,1300000,426378,5,426378,5,873621,5
2018,Ministry of Economic Affairs and Employment,Regional development and structural funds,Regional transport subsidy,5000000,0,5000000,5000000,5000000,5000000,0,,,
2018,Ministry of Economic Affairs and Employment,Regional development and structural funds,"EU and state contributions to EU structural funds, border cooperation and other cohesion political programmes",361478000,0,361478000,361478000,334422347,76,334422347,76,27055652,24
2018,Ministry of Economic Affairs and Employment,Regional development and structural funds,Employment based transfer expenses for investments,1700000,0,1700000,1700000,0,0,1700000,,,
2018,Ministry of Economic Affairs and Employment,Energy policy,Operating expenses of the Energy Authority,6513000,50000,6563000,6563000,6563000,6563000,0,,,
2018,Ministry of Economic Affairs and Employment,Energy policy,Promotion of energy efficiency and use of renewable energy,3500000,0,3500000,3500000,3500000,3500000,0,,,
2018,Ministry of Economic Affairs and Employment,Energy policy,Energy subsidy,57694000,0,57694000,57694000,30708102,45,30708102,45,26985897,55
2018,Ministry of Economic Affairs and Employment,Energy policy,Investment subsidy for LNG terminals,20482000,-6652000,13830000,13830000,13830000,13830000,0,,,
2018,Ministry of Economic Affairs and Employment,Energy policy,State subsidy for securing electricity supply,0,135000,135000,135000,9590,88,9590,88,125409,12
2018,Ministry of Economic Affairs and Employment,Energy policy,Kyoto mechanisms,220000,0,220000,220000,131111,39,131111,39,88888,61
2018,Ministry of Economic Affairs and Employment,Energy policy,Renewable energy production subsidy,314100000,-51900000,262200000,262200000,249808985,11,249808985,11,12391014,89
2018,Ministry of Economic Affairs and Employment,Energy policy,Renewable energy and new energy technology investment subsidy,40000000,0,40000000,40000000,40000000,40000000,0,,,
2018,Ministry of Economic Affairs and Employment,Energy policy,Compensation subsidy for indirect costs of emissions trading,27000000,0,27000000,27000000,26752203,65,26752203,65,247796,35
2018,Ministry of Economic Affairs and Employment,Energy policy,Promotion of development of electric transportation and natural gas transport infrastructure,3000000,0,3000000,3000000,3000000,3000000,0,,,
2018,Ministry of Economic Affairs and Employment,Integration,Improving immigrant integration and employment,1061000,0,1061000,1061000,3561000,3561000,-2500000,,,
2018,Ministry of Economic Affairs and Employment,Integration,State subsidies for integration,243104000,0,243104000,243104000,225053279,5,225053279,5,18050720,5
2018,Ministry of Social Affairs and Health,Administration,Operating expenses of the Ministry of Social Affairs and Health,31004000,-168000,30836000,30836000,30836000,30836000,0,,,
2018,Ministry of Social Affairs and Health,Administration,Operating expenses of state psychiatric hospitals,550000,0,550000,550000,421553,76,421553,76,128446,24
2018,Ministry of Social Affairs and Health,Administration,Operating expenses of child welfare services under the National Institute for Health and Welfare,1106000,0,1106000,1106000,664322,49,664322,49,441677,51
2018,Ministry of Social Affairs and Health,Administration,Operating expenses of prisoner healthcare under the National Institute for Health and Welfare,16878000,1613000,18491000,18491000,18491000,18491000,0,,,
2018,Ministry of Social Affairs and Health,Administration,Operating expenses of the Social Security Appeal Board,7992000,196000,8188000,8188000,8188000,8188000,0,,,
2018,Ministry of Social Affairs and Health,Administration,National customer information systems for social security and healthcare,11000000,0,11000000,11000000,11000000,11000000,0,,,
2018,Ministry of Social Affairs and Health,Administration,Expenses on value added taxes,18729000,0,18729000,18729000,19287334,62,19287334,62,-558334,62
2018,Ministry of Social Affairs and Health,Administration,International membership fees and contributions,3875000,0,3875000,3875000,3875000,3875000,0,,,
2018,Ministry of Social Affairs and Health,Supervision,Operating expenses of the Radiation and Nuclear Safety Authority,12213000,75000,12288000,12288000,11397739,1,11397739,1,890260,9
2018,Ministry of Social Affairs and Health,Supervision,Operating expenses of the National Supervisory Authority for Welfare and Health,10836000,185000,11021000,11021000,11021000,11021000,0,,,
2018,Ministry of Social Affairs and Health,Supervision,Operating expenses of Finnish Medicines Agency Fimea,4811000,30000,4841000,4841000,3125357,6,3125357,6,1715642,94
2018,Ministry of Social Affairs and Health,Supervision,Operating expenses of regional occupational safety and health administration,24072000,252000,24324000,24324000,24324000,24324000,0,,,
2018,Ministry of Social Affairs and Health,Supervision,Forensic pathology expenses,10247000,0,10247000,10247000,10668256,52,10668256,52,-421256,52
2018,Ministry of Social Affairs and Health,Research and development,Operating expenses of the National Institute for Health and Welfare,52479000,773000,53252000,53252000,53252000,53252000,0,,,
2018,Ministry of Social Affairs and Health,Research and development,"National Genomics Centre, National Cancer Centre and Medicine Development Centre",7400000,0,7400000,7400000,7400000,7400000,0,,,
2018,Ministry of Social Affairs and Health,Research and development,Promotion of health and welfare,50500000,1000000,51500000,51500000,51500000,51500000,0,,,
2018,Ministry of Social Affairs and Health,Research and development,State subsidy for expenses of the Finnish Institute of Occupational Health,23222000,0,23222000,23222000,23222000,23222000,0,,,
2018,Ministry of Social Affairs and Health,Research and development,Certain special projects,6602000,0,6602000,6602000,6602000,6602000,0,,,
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Maternal aid and state subsidy for international adoptions,11750000,0,11750000,11750000,9360000,9360000,2390000,,,
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Child benefits,1369900000,0,1369900000,1369900000,1362200000,1362200000,7700000,,,
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Certain state family benefits,3800000,0,3800000,3800000,1958877,97,1958877,97,1841122,3
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Military service benefit,17600000,0,17600000,17600000,16100000,16100000,1500000,,,
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Housing allowance,1486500000,11200000,1497700000,1497700000,1492000000,1492000000,5700000,,,
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Child maintenance allowance,214600000,0,214600000,214600000,208899755,46,208899755,46,5700244,54
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Disabled person interpretation services,49400000,0,49400000,49400000,45641597,92,45641597,92,3758402,8
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Basic social assistance,818800000,-80000000,738800000,738800000,719811107,719811107,18988893,,,
2018,Ministry of Social Affairs and Health,"Family and housing benefits, basic social support",Operating expenses of social security funds of the Social Insurance Institution Kela,325000000,4741000,329741000,329741000,329741000,329741000,0,,,
2018,Ministry of Social Affairs and Health,Unemployment benefits,State contribution to municipalities for organizing rehabilitating work activities,26840000,0,26840000,26840000,25981960,71,25981960,71,858039,29
2018,Ministry of Social Affairs and Health,Unemployment benefits,State contribution to earnings-related allowance,1005200000,-96000000,909200000,909200000,816922683,8,816922683,8,92277316,2
2018,Ministry of Social Affairs and Health,Unemployment benefits,State contribution to basic unemployment allowance,42400000,-11900000,30500000,30500000,20846288,6,20846288,6,9653711,4
2018,Ministry of Social Affairs and Health,Unemployment benefits,State contribution to labour market subsidy,1563300000,-48300000,1515000000,1515000000,1463594162,1,1463594162,1,51405837,99
2018,Ministry of Social Affairs and Health,Unemployment benefits,State contribution to the Employment Fund,3730000,0,3730000,3730000,3279749,3279749,450251,,,
2018,Ministry of Social Affairs and Health,Unemployment benefits,State contribution to job alternation compensation,26100000,0,26100000,26100000,12604167,12604167,13495833,,,
2018,Ministry of Social Affairs and Health,Health insurance,State contribution to health insurance legislation-related expenses,2119990000,0,2119990000,2119990000,2113127343,81,2113127343,81,6862656,19
2018,Ministry of Social Affairs and Health,Pensions,State contribution to expenses of the sailor pension fund,61000000,0,61000000,61000000,58700010,58700010,2299990,,,
2018,Ministry of Social Affairs and Health,Pensions,State contribution to farmer pension legislation-related expenses,685300000,0,685300000,685300000,679000000,679000000,6300000,,,
2018,Ministry of Social Affairs and Health,Pensions,State contirbution to enterpreneur pension legislation-related expenses,239000000,14000000,253000000,253000000,252951272,252951272,48728,,,
2018,Ministry of Social Affairs and Health,Pensions,State subsidy for pension earned during childcare and studying,10000000,0,10000000,10000000,7445124,7445124,2554876,,,
2018,Ministry of Social Affairs and Health,Pensions,State contribution to farmer accident insurance expenses,15000000,0,15000000,15000000,13682771,25,13682771,25,1317228,75
2018,Ministry of Social Affairs and Health,Pensions,State contribution to expenses related to national pension legislation and certain other laws,3580500000,0,3580500000,3580500000,3523554489,7,3523554489,7,56945510,3
2018,Ministry of Social Affairs and Health,Veteran support,State subsidy for care of war survivors,1250000,0,1250000,1250000,702097,95,702097,95,547902,5
2018,Ministry of Social Affairs and Health,Veteran support,Veteran allowance,12600000,0,12600000,12600000,12022486,99,12022486,99,577513,1
2018,Ministry of Social Affairs and Health,Veteran support,War injury allowance,88000000,0,88000000,88000000,71227527,93,71227527,93,16772472,7
2018,Ministry of Social Affairs and Health,Veteran support,State contribution to expenses of rehabilitation and care centres for disabled veterans,40000000,0,40000000,40000000,40000000,40000000,0,,,
2018,Ministry of Social Affairs and Health,Veteran support,State aid to rehabilitation of spouses of disabled veterans,3100000,0,3100000,3100000,3100000,3100000,0,,,
2018,Ministry of Social Affairs and Health,Veteran support,Veteran allowance to certain foreign voluntary soldiers,100000,0,100000,100000,100000,100000,0,,,
2018,Ministry of Social Affairs and Health,Veteran support,Certain rehabilitation expenses,3500000,0,3500000,3500000,3500000,3500000,0,,,
2018,Ministry of Social Affairs and Health,Veteran support,Veteran rehabilitation expenses,41688000,19282000,60970000,60970000,60970000,60970000,0,,,
2018,Ministry of Social Affairs and Health,Veteran support,State aid to rehabilitation of veterans,8000,0,8000,8000,8000,8000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State contribution to expenses of national healthcare readiness,500000,0,500000,500000,500000,500000,0,,,
