Vuosi	Luku	Momentti	Nettokertymä
2005	11.19. Muut veronluonteiset tulot	11.19.04. Viestintämarkkinamaksu, teleurakointimaksu ja tietoturvamaksu	-3733930
2005	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3185226,07
2005	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-5029022,95
2006	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Tulo- ja varallisuusvero	-12900601982,36
2006	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Korkotulojen lähdevero	-175379954,69
2006	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Perintö- ja lahjavero	-505447416,94
2006	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-13149551301,91
2006	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-486778758,97
2006	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-120218228,87
2006	11.08. Valmisteverot	11.08.01. Tupakkavero	-624790231,02
2006	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-991810386,73
2006	11.08. Valmisteverot	11.08.05. Virvoitusjuomavero	-35289873,3
2006	11.08. Valmisteverot	11.08.07. Energiaverot	-2946054574,8
2006	11.08. Valmisteverot	11.08.08. Juomapakkausten ympäristöohjaukseen liittyvä vero	-30542090,14
2006	11.10. Muut verot	11.10.03. Autovero	-1304304339,91
2006	11.10. Muut verot	11.10.05. Varainsiirtovero	-551282392,7
2006	11.10. Muut verot	11.10.06. Arpajaisvero	-129636013,89
2006	11.10. Muut verot	11.10.07. Ajoneuvovero	-567241967,96
2006	11.10. Muut verot	11.10.08. Jätevero	-55385652,12
2006	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-749151,36
2006	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-17602000
2006	11.19. Muut veronluonteiset tulot	11.19.04. Viestintämarkkinamaksu, teleurakointimaksu, tietoturvamaksu ja postitoiminnan valvontamaksu	-4540780
2006	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-6441117,32
2006	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-81670505,07
2006	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3220676,33
2006	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-3119809,6
2007	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Tulovero	-14360508445,07
2007	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Korkotulojen lähdevero	-253586420,24
2007	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Perintö- ja lahjavero	-458797023,16
2007	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-13521403570,57
2007	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-508641288,23
2007	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-111517803,19
2007	11.08. Valmisteverot	11.08.01. Tupakkavero	-624092531,63
2007	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1014796847,65
2007	11.08. Valmisteverot	11.08.05. Virvoitusjuomavero	-35129216,75
2007	11.08. Valmisteverot	11.08.07. Energiaverot	-2937532727,77
2007	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-40842339,9
2007	11.10. Muut verot	11.10.03. Autovero	-1216986871
2007	11.10. Muut verot	11.10.05. Varainsiirtovero	-699649752,49
2007	11.10. Muut verot	11.10.06. Arpajaisvero	-135182759,71
2007	11.10. Muut verot	11.10.07. Ajoneuvovero	-612018867,7
2007	11.10. Muut verot	11.10.08. Jätevero	-56172341,65
2007	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-767065,36
2007	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-17857200
2007	11.19. Muut veronluonteiset tulot	11.19.04. Viestintämarkkinamaksu, teleurakointimaksu, tietoturvamaksu ja postitoiminnan valvontamaksu	-3978639,2
2007	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-7001564
2007	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-86069948,37
2007	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-4250665,34
2007	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-3750853,17
2008	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Tulovero	-13997987747,52
2008	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Korkotulojen lähdevero	-431932172,26
2008	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Perintö- ja lahjavero	-651415665,42
2008	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-14048901686,77
2008	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-535905108,47
2008	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-119427633,96
2008	11.08. Valmisteverot	11.08.01. Tupakkavero	-629519341,05
2008	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1091509166,95
2008	11.08. Valmisteverot	11.08.05. Virvoitusjuomavero	-34657893,03
2008	11.08. Valmisteverot	11.08.07. Energiaverot	-3191728052,51
2008	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-15121194,78
2008	11.10. Muut verot	11.10.03. Autovero	-1016005177,95
2008	11.10. Muut verot	11.10.05. Varainsiirtovero	-502957001,89
2008	11.10. Muut verot	11.10.06. Arpajaisvero	-137601660,94
2008	11.10. Muut verot	11.10.07. Ajoneuvovero	-636779886,47
2008	11.10. Muut verot	11.10.08. Jätevero	-52211451,94
2008	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-887346,7
2008	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-20533150
2008	11.19. Muut veronluonteiset tulot	11.19.04. Viestintämarkkinamaksu, teleurakointimaksu, tietoturvamaksu, postitoiminnan valvontamaksu ja televisio- ja radiotoiminnan valvontamaksu	-4416146,84
2008	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-6573598
2008	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-79771226,79
2008	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-4457970,07
2008	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-3174180,33
2009	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Tulovero	-9395121318,11
2009	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Korkotulojen lähdevero	-493232528,9
2009	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Perintö- ja lahjavero	-439539010,91
2009	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-13315890692,09
2009	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-557354660,85
2009	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-128030055,06
2009	11.08. Valmisteverot	11.08.01. Tupakkavero	-688946734,5
2009	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1206523429,39
2009	11.08. Valmisteverot	11.08.05. Virvoitusjuomavero	-35454402,85
2009	11.08. Valmisteverot	11.08.07. Energiaverot	-3148801439,85
2009	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-11912031,93
2009	11.10. Muut verot	11.10.03. Autovero	-686898653,99
2009	11.10. Muut verot	11.10.05. Varainsiirtovero	-484183210,21
2009	11.10. Muut verot	11.10.06. Arpajaisvero	-139411121,08
2009	11.10. Muut verot	11.10.07. Ajoneuvovero	-654405308,11
2009	11.10. Muut verot	11.10.08. Jätevero	-45349686,7
2009	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-786451,39
2009	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-16998600
2009	11.19. Muut veronluonteiset tulot	11.19.04. Eräät viestinnän maksut	-5186884,38
2009	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-6677624,8
2009	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-66468596,62
2009	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3549012,65
2009	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-2817435,75
2010	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Ansio- ja pääomatuloverot	-6495559952,48
2010	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Yhteisövero	-2972396818,79
2010	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Korkotulojen lähdevero	-205459134,84
2010	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.04. Perintö- ja lahjavero	-387421383,91
2010	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-13710451824,5
2010	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-584258712,52
2010	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-121169900,99
2010	11.08. Valmisteverot	11.08.01. Tupakkavero	-698184718,04
2010	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1284317664,99
2010	11.08. Valmisteverot	11.08.05. Virvoitusjuomavero	-37010257,12
2010	11.08. Valmisteverot	11.08.07. Energiaverot	-3252213010,55
2010	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-12519806,6
2010	11.10. Muut verot	11.10.03. Autovero	-941127018,48
2010	11.10. Muut verot	11.10.05. Varainsiirtovero	-519549732,94
2010	11.10. Muut verot	11.10.06. Arpajaisvero	-144700271,49
2010	11.10. Muut verot	11.10.07. Ajoneuvovero	-691297980,82
2010	11.10. Muut verot	11.10.08. Jätevero	-41912103,3
2010	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-848002,97
2010	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-17956778,5
2010	11.19. Muut veronluonteiset tulot	11.19.04. Eräät viestinnän maksut	-6429058
2010	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-6120523
2010	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-69017153,54
2010	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3813250,96
2010	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-2791681,94
2011	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Ansio- ja pääomatuloverot	-7646046576,08
2011	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Yhteisövero	-3374982270,96
2011	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Korkotulojen lähdevero	-197778121,79
2011	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.04. Perintö- ja lahjavero	-394846607,26
2011	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-15165975002,76
2011	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-626229920,57
2011	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-142939265,04
2011	11.08. Valmisteverot	11.08.01. Tupakkavero	-739016278,21
2011	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1281088512,21
2011	11.08. Valmisteverot	11.08.05. Makeisten, jäätelön ja virvoitusjuomien valmistevero	-133649597
2011	11.08. Valmisteverot	11.08.07. Energiaverot	-3880477632,83
2011	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-15028747,95
2011	11.10. Muut verot	11.10.03. Autovero	-1067936916,55
2011	11.10. Muut verot	11.10.05. Varainsiirtovero	-544013171,44
2011	11.10. Muut verot	11.10.06. Arpajaisvero	-168726565,66
2011	11.10. Muut verot	11.10.07. Ajoneuvovero	-758955010,03
2011	11.10. Muut verot	11.10.08. Jätevero	-64083431,5
2011	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-939369,51
2011	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-17599822,5
2011	11.19. Muut veronluonteiset tulot	11.19.04. Eräät viestinnän maksut	-5693245
2011	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-7883297
2011	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-75739797,13
2011	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3736239,74
2011	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-2503956,97
2012	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Ansio- ja pääomatuloverot	-7868649745,22
2012	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Yhteisövero	-2906278039,92
2012	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Korkotulojen lähdevero	-236519349,69
2012	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.04. Perintö- ja lahjavero	-509241806,05
2012	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-15814472343,89
2012	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-660238975,6
2012	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-144041809,84
2012	11.08. Valmisteverot	11.08.01. Tupakkavero	-752167770,59
2012	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1380817549,73
2012	11.08. Valmisteverot	11.08.05. Makeisten, jäätelön ja virvoitusjuomien valmistevero	-196671885,12
2012	11.08. Valmisteverot	11.08.07. Energiaverot	-4103436262,71
2012	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-15403233,12
2012	11.10. Muut verot	11.10.03. Autovero	-1007227411,33
2012	11.10. Muut verot	11.10.05. Varainsiirtovero	-579667903,95
2012	11.10. Muut verot	11.10.06. Arpajaisvero	-207111073,5
2012	11.10. Muut verot	11.10.07. Ajoneuvovero	-758551840,05
2012	11.10. Muut verot	11.10.08. Jätevero	-56202500,08
2012	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-970195,9
2012	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-16282941,5
2012	11.19. Muut veronluonteiset tulot	11.19.04. Eräät viestinnän maksut	-6233610
2012	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-11100839,6
2012	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-81374454,59
2012	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3864990,23
2012	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-4126522,68
2013	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Ansio- ja pääomatuloverot	-7847885670,67
2013	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Yhteisövero	-3227197688,4
2013	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Korkotulojen lähdevero	-207005439,64
2013	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.04. Perintö- ja lahjavero	-646211639,26
2013	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.05. Pankkivero	-133784691,26
2013	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.01. Arvonlisävero	-16433747647,27
2013	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.02. Eräistä vakuutusmaksuista suoritettava vero	-712309259,21
2013	11.04. Liikevaihdon perusteella kannettavat verot ja maksut	11.04.03. Apteekkivero	-152213453,32
2013	11.08. Valmisteverot	11.08.01. Tupakkavero	-847761074,67
2013	11.08. Valmisteverot	11.08.04. Alkoholijuomavero	-1335524857,04
2013	11.08. Valmisteverot	11.08.05. Makeisten, jäätelön ja virvoitusjuomien valmistevero	-203570656,01
2013	11.08. Valmisteverot	11.08.07. Energiaverot	-4170712814,22
2013	11.08. Valmisteverot	11.08.08. Eräiden juomapakkausten valmistevero	-15110755,69
2013	11.10. Muut verot	11.10.03. Autovero	-932471557,52
2013	11.10. Muut verot	11.10.05. Varainsiirtovero	-586394997,56
2013	11.10. Muut verot	11.10.06. Arpajaisvero	-214951622
2013	11.10. Muut verot	11.10.07. Ajoneuvovero	-866179995,34
2013	11.10. Muut verot	11.10.08. Jätevero	-55887184,57
2013	11.19. Muut veronluonteiset tulot	11.19.02. Lästimaksut	-951021,85
2013	11.19. Muut veronluonteiset tulot	11.19.03. Ratavero	-18833293,25
2013	11.19. Muut veronluonteiset tulot	11.19.04. Eräät viestinnän maksut	-28378733
2013	11.19. Muut veronluonteiset tulot	11.19.05. Lentoliikenteen valvontamaksu	-11139304,8
2013	11.19. Muut veronluonteiset tulot	11.19.06. Väylämaksut	-81925966,52
2013	11.19. Muut veronluonteiset tulot	11.19.08. Öljyjätemaksu	-3813470,77
2013	11.19. Muut veronluonteiset tulot	11.19.09. Muut verotulot	-2970012,56
2013	11.19. Muut veronluonteiset tulot	11.19.10. Energiamarkkinaviraston valvontamaksu	-2840055,25
2014	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.01. Ansio- ja pääomatuloverot	-9117056165,44
2014	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.02. Yhteisövero	-2432758664,69
2014	11.01. Tulon ja varallisuuden perusteella kannettavat verot	11.01.03. Korkotulojen lähdevero	-141651894,2
